"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DJCO","Daily Journal Corp. (S.C.)","284.1","$392.27M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/djco",
"CTSO","Cytosorbents Corporation","3.99","$129.37M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ctso",
"CTMX","CytomX Therapeutics, Inc.","6.26","$284.42M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctmx",
"CYTK","Cytokinetics, Incorporated","9.67","$571.32M","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cytk",
"CONE","CyrusOne Inc","62.3","$7.05B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cone",
"CYRN","CYREN Ltd.","1.4136","$83.85M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cyrn",
"CY","Cypress Semiconductor Corporation","23.45","$8.69B","1986","Technology","Semiconductors","https://old.nasdaq.com/symbol/cy",
"CBAY","CymaBay Therapeutics Inc.","1.76","$120.91M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbay",
"CYCN","Cyclerion Therapeutics, Inc.","1.85","$50.73M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cycn",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","4.51","$1.51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyccp",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.55","$9.46M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cycc",
"CYBE","CyberOptics Corporation","17.76","$126.6M","1987","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/cybe",
"CYBR","CyberArk Software Ltd.","122.55","$4.63B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cybr",
"CYAN","Cyanotech Corporation","2.39","$14.11M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cyan",
"CVV","CVD Equipment Corporation","3.3","$21.63M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cvv",
"CVBF","CVB Financial Corporation","21.36","$2.99B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cvbf",
"CUTR","Cutera, Inc.","38.3","$542.64M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cutr",
"CRIS","Curis, Inc.","1.8","$59.77M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cris",
"CMLS","Cumulus Media Inc.","17.34","$295.29M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/cmls",
"CPIX","Cumberland Pharmaceuticals Inc.","4.79","$72.73M","2009","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cpix",
"CUI","CUI Global, Inc.","1.01","$28.97M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/cui",
"CUE","Cue Biopharma, Inc.","11.84","$272.25M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cue",
"CTIB","CTI Industries Corporation","0.59","$2.26M","1997","Basic Industries","Specialty Chemicals","https://old.nasdaq.com/symbol/ctib",
"CTIC","CTI BioPharma Corp.","0.95","$55.08M","1997","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctic",
"CSX","CSX Corporation","71.54","$55.63B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/csx",
"CSWI","CSW Industrials, Inc.","73.83","$1.11B","n/a","Basic Industries","Home Furnishings","https://old.nasdaq.com/symbol/cswi",
"CSPI","CSP Inc.","12.8285","$53.29M","1982","Technology","EDP Services","https://old.nasdaq.com/symbol/cspi",
"CCLP","CSI Compressco LP","2.44","$114.87M","2011","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/cclp",
"CSGS","CSG Systems International, Inc.","57.19","$1.88B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/csgs",
"CYRXW","CryoPort, Inc.","12.17","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyrxw",
"CYRX","CryoPort, Inc.","15.75","$560.59M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyrx",
"CRWS","Crown Crafts, Inc.","6.72","$68M","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/crws",
"CRWD","CrowdStrike Holdings, Inc.","58","$13.1B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crwd",
"CFB","CrossFirst Bankshares, Inc.","13.26","$689.11M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/cfb",
"CCRN","Cross Country Healthcare, Inc.","12.07","$445.11M","2001","Technology","Professional Services","https://old.nasdaq.com/symbol/ccrn",
"CRON","Cronos Group Inc.","6.85","$2.38B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cron",
"CROX","Crocs, Inc.","34.9","$2.39B","2006","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/crox",
"CRTO","Criteo S.A.","17.85","$1.14B","2013","Technology","Advertising","https://old.nasdaq.com/symbol/crto",
"CRSP","CRISPR Therapeutics AG","71.65","$4.03B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crsp",
"CRNX","Crinetics Pharmaceuticals, Inc.","19.56","$473.35M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crnx",
"CRESY","Cresud S.A.C.I.F. y A.","5.75","$304M","1997","Finance","Real Estate","https://old.nasdaq.com/symbol/cresy",
"CRSAW","Crescent Acquisition Corp","0.75","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/crsaw",
"CRSAU","Crescent Acquisition Corp","10.25","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/crsau",
"CRSA","Crescent Acquisition Corp","9.86","$308.13M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/crsa",
"CREE","Cree, Inc.","44.21","$4.76B","1993","Technology","Semiconductors","https://old.nasdaq.com/symbol/cree",
"ZIV","Credit Suisse AG","69.85","$82.63M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ziv",
"VIIX","Credit Suisse AG","6.96","$20.04M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/viix",
"USOI","Credit Suisse AG","19.75","$10.54M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/usoi",
"USLV","Credit Suisse AG","80.6","$303.8M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/uslv",
"UGLD","Credit Suisse AG","127.579","$171.79M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ugld",
"TVIX","Credit Suisse AG","6.25","$891.77M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tvix",
"SLVO","Credit Suisse AG","6.8298","$19.47M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/slvo",
"GLDI","Credit Suisse AG","8.8132","$34.74M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gldi",
"DSLV","Credit Suisse AG","18.76","$26.19M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/dslv",
"DGLD","Credit Suisse AG","31.66","$20.71M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/dgld",
"CACC","Credit Acceptance Corporation","430.46","$8.09B","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cacc",
"CREXW","Creative Realities, Inc.","0.0804","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/crexw",
"CREX","Creative Realities, Inc.","1.45","$14.13M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/crex",
"BREW","Craft Brew Alliance, Inc.","16.48","$320.79M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/brew",
"CBRL","Cracker Barrel Old Country Store, Inc.","153.74","$3.7B","1981","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cbrl",
"CRAI","CRA International,Inc.","51.27","$396.8M","1998","Miscellaneous","Other Consumer Services","https://old.nasdaq.com/symbol/crai",
"CPSH","CPS Technologies Corp.","1.03","$13.6M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpsh",
"PMTS","CPI Card Group Inc.","1.21","$13.58M","2015","Finance","Finance Companies","https://old.nasdaq.com/symbol/pmts",
"COWNZ","Cowen Inc.","25.91","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cownz",
"COWNL","Cowen Inc.","26.92","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cownl",
"COWN","Cowen Inc.","15.32","$444.5M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cown",
"CVET","Covetrus, Inc.","14.31","$1.6B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvet",
"CVTI","Covenant Transportation Group, Inc.","13.43","$247.89M","1994","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/cvti",
"COUP","Coupa Software Incorporated","153.49","$9.65B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/coup",
"ICBK","County Bancorp, Inc.","24","$161.47M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/icbk",
"CPAH","CounterPath Corporation","1.05","$6.25M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cpah",
"COST","Costco Wholesale Corporation","299.81","$131.81B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/cost",
"CSGP","CoStar Group, Inc.","612.86","$22.45B","1998","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/csgp",
"CRVS","Corvus Pharmaceuticals, Inc.","3.05","$89.69M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crvs",
"CRVL","CorVel Corp.","82.51","$1.51B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/crvl",
"CLDB","Cortland Bancorp","22.75","$99.62M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cldb",
"CRTX","Cortexyme, Inc.","26.25","$704.58M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crtx",
"CORV","Correvio Pharma Corp.","2.07","$104.58M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/corv",
"CSOD","Cornerstone OnDemand, Inc.","61.67","$3.74B","2011","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/csod",
"CORE","Core-Mark Holding Company, Inc.","26.95","$1.23B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/core",
"CORT","Corcept Therapeutics Incorporated","12.83","$1.47B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cort",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","4.7","$303.96M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crbp",
"CPRT","Copart, Inc.","89","$20.68B","1994","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cprt",
"CPAAW","Conyers Park II Acquisition Corp.","1.6","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cpaaw",
"CPAAU","Conyers Park II Acquisition Corp.","10.77","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cpaau",
"CPAA","Conyers Park II Acquisition Corp.","10.47","$120.41M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cpaa",
"CPTI","ConversionPoint Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpti",
"CFRX","ContraFect Corporation","0.3455","$27.44M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cfrx",
"CPSS","Consumer Portfolio Services, Inc.","3.35","$75.46M","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cpss",
"ROAD","Construction Partners, Inc.","19.8","$1.03B","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/road",
"CNST","Constellation Pharmaceuticals, Inc.","46.56","$1.2B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnst",
"CWCO","Consolidated Water Co. Ltd.","16.68","$250.66M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwco",
"CNSL","Consolidated Communications Holdings, Inc.","3.63","$261.63M","2005","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cnsl",
"CONN","Conn&#39;s, Inc.","21.93","$633.85M","2003","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/conn",
"CNOB","ConnectOne Bancorp, Inc.","25.19","$891.09M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cnob",
"CNMD","CONMED Corporation","113.27","$3.21B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNFRL","Conifer Holdings, Inc.","22.35","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfrl",
"CNFR","Conifer Holdings, Inc.","3.7","$35.18M","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfr",
"CFMS","ConforMIS, Inc.","1.86","$127.8M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/cfms",
"CDOR","Condor Hospitality Trust, Inc.","11.05","$131.67M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"BBCP","Concrete Pumping Holdings, Inc. ","4.8","$279.36M","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp",
"CNCE","Concert Pharmaceuticals, Inc.","7.54","$179.76M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnce",
"CNAT","Conatus Pharmaceuticals Inc.","0.3696","$12.26M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnat",
"CMTL","Comtech Telecommunications Corp.","37.79","$917.09M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmtl",
"CHCI","Comstock Holding Companies, Inc.","2.07","$16.46M","2004","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/chci",
"SCOR","comScore, Inc.","4.09","$286.43M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/scor",
"CTG","Computer Task Group, Incorporated","6.1","$89.67M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ctg",
"CPSI","Computer Programs and Systems, Inc.","26.59","$381.72M","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/cpsi",
"CGEN","Compugen Ltd.","6.09","$379.98M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cgen",
"CVLT","Commvault Systems, Inc.","50.62","$2.31B","2006","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cvlt",
"CWBC","Community West Bancshares","10.6","$89.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cwbc",
"CTBI","Community Trust Bancorp, Inc.","44.94","$799.16M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ctbi",
"CFBI","Community First Bancshares, Inc.","11.06","$83.59M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbi",
"ESXB","Community Bankers Trust Corporation.","8.69","$194.09M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esxb",
"JCS","Communications Systems, Inc.","7.79","$72.3M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcs",
"COMM","CommScope Holding Company, Inc.","13.6","$2.64B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/comm",
"CVGI","Commercial Vehicle Group, Inc.","7.14","$223.76M","2004","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cvgi",
"CBSHP","Commerce Bancshares, Inc.","26","$2.38B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbshp",
"CBSH","Commerce Bancshares, Inc.","67.03","$7.19B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbsh",
"CMCSA","Comcast Corporation","44.15","$200.85B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cmcsa",
"CMCO","Columbus McKinnon Corporation","41.08","$972.54M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cmco",
"COLM","Columbia Sportswear Company","92.5","$6.25B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/colm",
"CLBK","Columbia Financial, Inc.","16.66","$1.91B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/clbk",
"COLB","Columbia Banking System, Inc.","39.08","$2.82B","1992","Finance","Major Banks","https://old.nasdaq.com/symbol/colb",
"CBAN","Colony Bankcorp, Inc.","16.21","$153.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cban",
"CLGN","CollPlant Biotechnologies Ltd.","4.87","$26.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clgn",
"CIGI","Colliers International Group Inc. ","72.21","$2.77B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cigi",
"COLL","Collegium Pharmaceutical, Inc.","21.73","$728.47M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/coll",
"CLCT","Collectors Universe, Inc.","26.27","$242.5M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/clct",
"COHU","Cohu, Inc.","17.74","$732.07M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cohu",
"CHRS","Coherus BioSciences, Inc.","17.99","$1.26B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/chrs",
"COHR","Coherent, Inc.","150.86","$3.62B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/cohr",
"CWBR","CohBar, Inc.","1.75","$69.92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cwbr",
"CTSH","Cognizant Technology Solutions Corporation","64.11","$35.1B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/ctsh",
"CGNX","Cognex Corporation","50.18","$8.58B","1989","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cgnx",
"CCOI","Cogent Communications Holdings, Inc.","62.68","$2.94B","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ccoi",
"JVA","Coffee Holding Co., Inc.","4.0301","$22.45M","2005","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/jva",
"CVLY","Codorus Valley Bancorp, Inc","21.51","$209.2M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cvly",
"CODX","Co-Diagnostics, Inc.","0.8901","$15.24M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/codx",
"CDXS","Codexis, Inc.","15.54","$909.37M","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cdxs",
"CODA","Coda Octopus Group, Inc.","7.2","$76.98M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/coda",
"COCP","Cocrystal Pharma, Inc.","0.5052","$17.76M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cocp",
"COKE","Coca-Cola Consolidated, Inc.","270.16","$2.53B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/coke",
"CCB","Coastal Financial Corporation","16.99","$202.39M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/ccb",
"CNSP","CNS Pharmaceuticals, Inc.","4.13","$64.89M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnsp",
"CCNE","CNB Financial Corporation","31.66","$481.12M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccne",
"CME","CME Group Inc.","202.73","$72.65B","2002","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cme",
"CLPS","CLPS Incorporation","2.75","$38.26M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/clps",
"CLVS","Clovis Oncology, Inc.","14.93","$818.39M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvs",
"CBLI","Cleveland BioLabs, Inc.","0.97","$10.96M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/cbli",
"CLIR","ClearSign Technologies Corporation","1.03","$27.51M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/clir",
"CLSD","Clearside Biomedical, Inc.","1.44","$59.26M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsd",
"CLRO","ClearOne, Inc.","1.705","$28.38M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clro",
"CLFD","Clearfield, Inc.","13.57","$185.26M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clfd",
"LRGE","ClearBridge Large Cap Growth ESG ETF","37.32","$192.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lrge",
"YLDE","ClearBridge Dividend Strategy ESG ETF","32.261","$6.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylde",
"CACG","ClearBridge All Cap Growth ETF","33.9842","$141.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cacg",
"CLNE","Clean Energy Fuels Corp.","1.95","$399.21M","2007","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/clne",
"CLAR","Clarus Corporation","12.59","$374.67M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/clar",
"CIVBP","Civista Bancshares, Inc. ","70","$708400","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civbp",
"CIVB","Civista Bancshares, Inc. ","21.68","$335.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civb",
"CHCO","City Holding Company","79.48","$1.3B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chco",
"CTXS","Citrix Systems, Inc.","112.81","$14.69B","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ctxs",
"CIZN","Citizens Holding Company","22.22","$123.95M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cizn",
"CZWI","Citizens Community Bancorp, Inc.","11.95","$134.67M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/czwi",
"CZNC","Citizens & Northern Corp","26.3","$360.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cznc",
"CTXRW","Citius Pharmaceuticals, Inc.","0.0511","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxrw",
"CTXR","Citius Pharmaceuticals, Inc.","0.46","$13.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxr",
"CTRN","Citi Trends, Inc.","20.53","$244.52M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ctrn",
"CSCO","Cisco Systems, Inc.","45.31","$192.29B","1990","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/csco",
"CRUS","Cirrus Logic, Inc.","71.7","$4.14B","1989","Technology","Semiconductors","https://old.nasdaq.com/symbol/crus",
"CTAS","Cintas Corporation","257.06","$26.61B","1983","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctas",
"CIDM","Cinedigm Corp","0.77","$30.56M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/cidm",
"CINF","Cincinnati Financial Corporation","107.05","$17.49B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cinf",
"CMPR","Cimpress N.V","128.14","$3.48B","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/cmpr",
"CMCTP","CIM Commercial Trust Corporation","26.7625","$216.26M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmctp",
"CMCT","CIM Commercial Trust Corporation","14.5","$211.73M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmct",
"CDTX","Cidara Therapeutics, Inc.","2.35","$74.14M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdtx",
"CHUY","Chuy&#39;s Holdings, Inc.","28.82","$478.83M","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/chuy",
"CHDN","Churchill Downs, Incorporated","130.01","$5.18B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/chdn",
"CHSCP","CHS Inc","28","$202.5M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscp",
"CHSCO","CHS Inc","27.57","$312.07M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chsco",
"CHSCN","CHS Inc","27.29","$458.47M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscn",
"CHSCM","CHS Inc","26.25","$498.75M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscm",
"CHSCL","CHS Inc","27.3","$565.11M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscl",
"CDXC","ChromaDex Corporation","3.64","$216.82M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cdxc",
"CHPMU","CHP Merger Corp.","10.075","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/chpmu",
"IMOS","ChipMOS TECHNOLOGIES INC.","22.29","$810.51M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/imos",
"CNET","ChinaNet Online Holdings, Inc.","1.1653","$22.87M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/cnet",
"PLIN","China Xiangtai Food Co., Ltd.","4.1","$90.05M","2019","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/plin",
"CXDC","China XD Plastics Company Limited","1.89","$126.53M","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",
"SXTC","China SXT Pharmaceuticals, Inc.","0.885","$23.81M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",
"CREG","China Recycling Energy Corporation","0.2","$3.22M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",
"CHNR","China Natural Resources, Inc.","1.87","$46.58M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/chnr",
"CJJD","China Jo-Jo Drugstores, Inc.","1.395","$45.95M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cjjd",
"CIFS","China Internet Nationwide Financial Services Inc.","0.85","$18.8M","2017","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/cifs",
"CIH","China Index Holdings Limited","3.51","$313.79M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/cih",
"HGSH","China HGS Real Estate, Inc.","0.82","$36.94M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hgsh",
"JRJC","China Finance Online Co. Limited","0.61","$14.41M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jrjc",
